PERIOD,STATE_ID,STATE,MIN_C,MEAN_C,MAX_C,PRECIPITATION_MM
2019-05-01,5,Coahuila,19.1,26.3,33.5,30.8
2019-05-01,6,Colima,19.5,26.7,33.9,3.5
2019-05-01,7,Chiapas,21.3,27.9,34.5,200.4
2019-05-01,8,Chihuahua,12.0,22.1,32.2,3.5
2019-05-01,9,Ciudad de México,12.6,20.8,28.9,21.6
2019-05-01,10,Durango,10.2,21.1,32.1,1.9
2019-05-01,11,Guanajuato,13.9,23.4,32.8,8.7
2019-05-01,12,Guerrero,19.1,26.7,34.2,44.4
2019-05-01,13,Hidalgo,15.5,24.0,32.4,14.2
2019-05-01,14,Jalisco,14.5,24.4,34.3,6.0
2019-05-01,15,Estado de México,9.1,18.4,27.8,33.3
2019-05-01,16,Michoacán,14.0,23.9,33.7,19.4
2019-05-01,17,Morelos,16.9,25.5,34.1,115.2
2019-05-01,18,Nayarit,17.9,27.0,36.0,0.2
2019-05-01,19,Nuevo León,19.7,26.4,33.2,54.6
2019-05-01,20,Oaxaca,18.6,26.6,34.6,96.9
2019-05-01,21,Puebla,13.5,22.1,30.7,51.7
2019-05-01,22,Querétaro,16.9,25.1,33.3,11.9
2019-05-01,23,Quintana Roo,25.5,30.2,34.8,52.8
2019-05-01,24,San Luis Potosí,22.6,29.5,36.4,29.3
2019-05-01,25,Sinaloa,16.6,26.0,35.4,0.3
2019-05-01,26,Sonora,12.0,21.9,31.9,4.5
2019-05-01,27,Tabasco,25.1,31.3,37.6,76.5
2019-05-01,28,Tamaulipas,23.7,29.2,34.7,50.7
2019-05-01,29,Tlaxcala,9.5,18.4,27.4,25.5
2019-05-01,30,Veracruz,20.6,27.2,33.8,31.6
2019-05-01,31,Yucatán,23.2,30.3,37.4,68.7
2019-05-01,32,Zacatecas,11.0,21.3,31.6,6.7
2019-06-01,0,Mexico,19.2,26.6,34.1,86.2
2019-06-01,1,Aguascalientes,14.5,22.4,30.3,45.7
2019-06-01,2,Baja California,17.2,24.1,31.0,0.0
2019-06-01,3,Baja California Sur,19.6,26.2,32.7,0.0
2019-06-01,4,Campeche,24.1,29.9,35.7,250.9
2019-06-01,5,Coahuila,21.4,28.2,35.1,49.9
2019-06-01,6,Colima,23.3,29.3,35.3,111.2
2019-06-01,7,Chiapas,21.2,26.8,32.4,277.0
2019-06-01,8,Chihuahua,17.0,26.6,36.1,26.0
2019-06-01,9,Ciudad de México,12.7,19.3,25.9,108.1
2019-06-01,10,Durango,15.1,24.2,33.3,31.5
2019-06-01,11,Guanajuato,15.0,22.6,30.2,95.8
2019-06-01,12,Guerrero,19.9,26.4,32.8,155.4
2019-06-01,13,Hidalgo,15.8,22.3,28.9,108.1
2019-06-01,14,Jalisco,17.7,25.5,33.3,96.3
2019-06-01,15,Estado de México,10.5,17.7,24.8,152.0
2019-06-01,16,Michoacán,15.7,23.5,31.3,110.4
2019-06-01,17,Morelos,17.4,23.7,30.0,366.8
2019-06-01,18,Nayarit,23.1,30.2,37.3,40.8
2019-06-01,19,Nuevo León,21.1,28.1,35.1,75.9
2019-06-01,20,Oaxaca,19.4,25.6,31.8,155.8
2019-06-01,21,Puebla,13.7,20.8,27.9,223.2
2019-06-01,22,Querétaro,16.6,23.3,30.1,104.0
2019-06-01,23,Quintana Roo,25.8,30.6,35.4,89.7
2019-06-01,24,San Luis Potosí,22.5,29.0,35.5,124.9
2019-06-01,25,Sinaloa,22.3,30.0,37.7,12.0
2019-06-01,26,Sonora,18.5,28.3,38.0,0.9
2019-06-01,27,Tabasco,24.5,29.7,34.9,280.4
2019-06-01,28,Tamaulipas,24.5,30.3,36.2,132.0
2019-06-01,29,Tlaxcala,11.0,17.5,24.0,129.1
2019-06-01,30,Veracruz,20.4,26.0,31.6,162.3
2019-06-01,31,Yucatán,23.8,30.2,36.7,148.9
2019-06-01,32,Zacatecas,14.8,22.8,30.8,49.3
2019-07-01,0,Mexico,19.6,26.5,33.5,97.6
2019-07-01,1,Aguascalientes,13.2,20.7,28.1,101.3
2019-07-01,2,Baja California,18.3,25.7,33.2,5.1
2019-07-01,3,Baja California Sur,23.5,29.3,35.0,6.9
2019-07-01,4,Campeche,22.9,28.9,34.9,156.8
2019-07-01,5,Coahuila,21.6,28.5,35.5,22.3
2019-07-01,6,Colima,23.0,29.0,35.0,310.6
2019-07-01,7,Chiapas,20.5,26.4,32.4,142.6
2019-07-01,8,Chihuahua,18.5,26.5,34.6,76.1
2019-07-01,9,Ciudad de México,11.6,18.2,24.9,145.5
2019-07-01,10,Durango,15.1,23.1,31.1,74.8
2019-07-01,11,Guanajuato,13.6,20.9,28.2,136.4
2019-07-01,12,Guerrero,19.1,25.6,32.2,182.1
2019-07-01,13,Hidalgo,15.0,21.6,28.1,56.8
2019-07-01,14,Jalisco,16.7,23.7,30.8,217.7
2019-07-01,15,Estado de México,9.6,16.5,23.4,181.9
2019-07-01,16,Michoacán,14.8,22.4,29.9,179.8
2019-07-01,17,Morelos,16.1,22.5,28.8,270.0
2019-07-01,18,Nayarit,23.4,29.9,36.3,262.9
2019-07-01,19,Nuevo León,20.4,27.8,35.3,31.1
2019-07-01,20,Oaxaca,17.6,24.2,30.8,145.2
2019-07-01,21,Puebla,12.4,19.7,27.1,164.5
2019-07-01,22,Querétaro,14.8,21.8,28.8,57.3
2019-07-01,23,Quintana Roo,25.1,30.5,35.8,57.5
2019-07-01,24,San Luis Potosí,21.3,28.1,34.9,34.5
2019-07-01,25,Sinaloa,24.4,31.0,37.6,150.3
2019-07-01,26,Sonora,23.5,31.1,38.6,97.2
2019-07-01,27,Tabasco,23.6,29.1,34.5,120.4
2019-07-01,28,Tamaulipas,23.8,29.9,35.9,38.0
2019-07-01,29,Tlaxcala,9.3,16.5,23.8,125.7
2019-07-01,30,Veracruz,19.1,25.1,31.0,121.7
2019-07-01,31,Yucatán,22.3,29.0,35.7,127.2
2019-07-01,32,Zacatecas,13.8,21.1,28.3,83.1
2019-08-01,0,Mexico,20.1,27.0,33.8,110.8
2019-08-01,1,Aguascalientes,13.5,21.1,28.7,123.4
2019-08-01,2,Baja California,20.6,27.8,35.0,3.0
2019-08-01,3,Baja California Sur,24.1,29.6,35.0,31.9
2019-08-01,4,Campeche,23.2,29.3,35.3,124.7
2019-08-01,5,Coahuila,23.4,30.5,37.7,21.5
2019-08-01,6,Colima,23.6,29.0,34.4,234.1
2019-08-01,7,Chiapas,20.8,26.8,32.8,236.5
2019-08-01,8,Chihuahua,18.2,25.6,33.0,99.3
2019-08-01,9,Ciudad de México,13.4,19.7,26.1,87.2
2019-08-01,10,Durango,15.8,23.8,31.7,89.5
2019-08-01,11,Guanajuato,13.9,21.3,28.7,137.1
2019-08-01,12,Guerrero,19.9,26.2,32.4,192.5
2019-08-01,13,Hidalgo,14.4,21.5,28.7,47.3
2019-08-01,14,Jalisco,16.7,23.4,30.1,171.7
2019-08-01,15,Estado de México,9.5,16.4,23.3,138.5
2019-08-01,16,Michoacán,14.7,22.1,29.4,154.5
2019-08-01,17,Morelos,16.0,22.7,29.3,265.5
2019-08-01,18,Nayarit,23.3,28.6,33.8,366.6
2019-08-01,19,Nuevo León,21.9,29.8,37.7,31.0
2019-08-01,20,Oaxaca,18.2,24.7,31.3,162.7
2019-08-01,21,Puebla,12.7,20.3,27.9,150.6
2019-08-01,22,Querétaro,15.5,22.8,30.1,57.2
2019-08-01,23,Quintana Roo,25.6,30.5,35.4,94.6
2019-08-01,24,San Luis Potosí,21.7,29.3,36.8,59.3
2019-08-01,25,Sinaloa,24.3,30.2,36.2,339.6
2019-08-01,26,Sonora,24.1,31.1,38.1,122.8
2019-08-01,27,Tabasco,24.2,29.8,35.3,100.9
2019-08-01,28,Tamaulipas,25.0,31.5,38.0,19.9
2019-08-01,29,Tlaxcala,8.9,16.4,23.9,103.4
2019-08-01,30,Veracruz,19.6,25.7,31.9,90.8
2019-08-01,31,Yucatán,22.8,29.2,35.6,102.1
2019-08-01,32,Zacatecas,14.2,21.5,28.7,86.3
2019-09-01,0,Mexico,18.9,25.2,31.5,144.4
2019-09-01,1,Aguascalientes,12.2,19.7,27.2,78.1
2019-09-01,2,Baja California,18.7,25.2,31.7,14.0
2019-09-01,3,Baja California Sur,22.8,28.0,33.3,60.0
2019-09-01,4,Campeche,23.1,28.7,34.3,182.8
2019-09-01,5,Coahuila,21.2,27.4,33.6,60.6
2019-09-01,6,Colima,23.2,28.6,33.9,851.0
2019-09-01,7,Chiapas,20.8,26.4,32.0,308.2
2019-09-01,8,Chihuahua,16.0,22.8,29.6,98.5
2019-09-01,9,Ciudad de México,13.7,19.3,24.9,76.1
2019-09-01,10,Durango,14.1,21.3,28.5,106.1
2019-09-01,11,Guanajuato,13.3,20.5,27.7,91.2
2019-09-01,12,Guerrero,19.7,25.7,31.8,300.7
2019-09-01,13,Hidalgo,14.2,20.6,27.1,57.2
2019-09-01,14,Jalisco,16.4,23.0,29.5,239.8
2019-09-01,15,Estado de México,9.1,15.8,22.4,140.1
2019-09-01,16,Michoacán,14.3,21.5,28.7,194.1
2019-09-01,17,Morelos,16.1,22.4,28.7,342.6
2019-09-01,18,Nayarit,23.1,28.4,33.7,299.0
2019-09-01,19,Nuevo León,20.3,26.4,32.5,166.2
2019-09-01,20,Oaxaca,18.0,24.3,30.6,227.3
2019-09-01,21,Puebla,12.6,19.7,26.8,182.7
2019-09-01,22,Querétaro,14.9,21.8,28.7,66.0
2019-09-01,23,Quintana Roo,24.6,29.7,34.8,128.4
2019-09-01,24,San Luis Potosí,20.6,27.1,33.6,86.6
2019-09-01,25,Sinaloa,23.4,29.0,34.6,199.3
2019-09-01,26,Sonora,21.6,28.2,34.7,129.5
2019-09-01,27,Tabasco,23.8,28.8,33.8,233.6
2019-09-01,28,Tamaulipas,23.4,28.8,34.2,142.2
2019-09-01,29,Tlaxcala,8.9,16.0,23.1,81.2
2019-09-01,30,Veracruz,19.3,24.7,30.2,168.0
2019-09-01,31,Yucatán,22.8,28.8,34.8,153.5
2019-09-01,32,Zacatecas,13.0,20.0,27.0,71.2
2019-10-01,0,Mexico,16.1,22.9,29.8,100.1
2019-10-01,1,Aguascalientes,11.1,18.7,26.3,40.5
2019-10-01,2,Baja California,13.4,20.9,28.4,1.9
2019-10-01,3,Baja California Sur,19.2,25.5,31.8,45.1
2019-10-01,4,Campeche,23.2,28.2,33.2,235.3
2019-10-01,5,Coahuila,15.6,22.8,30.1,19.6
2019-10-01,6,Colima,22.8,27.9,32.9,251.8
2019-10-01,7,Chiapas,20.6,25.8,31.0,359.7
2019-10-01,8,Chihuahua,11.0,18.9,26.9,41.3
2019-10-01,9,Ciudad de México,13.5,19.0,24.5,86.8
2019-10-01,10,Durango,11.2,19.5,27.8,31.3
2019-10-01,11,Guanajuato,13.0,20.1,27.1,63.2
2019-10-01,12,Guerrero,19.7,25.4,31.1,189.1
2019-10-01,13,Hidalgo,13.9,20.2,26.5,91.0
2019-10-01,14,Jalisco,15.6,22.2,28.7,128.6
2019-10-01,15,Estado de México,9.1,15.6,22.1,133.4
2019-10-01,16,Michoacán,14.2,21.2,28.3,128.8
2019-10-01,17,Morelos,15.9,21.7,27.6,298.7
2019-10-01,18,Nayarit,22.6,27.8,33.1,189.8
2019-10-01,19,Nuevo León,16.5,23.3,30.1,28.6
2019-10-01,20,Oaxaca,17.5,23.3,29.1,209.9
2019-10-01,21,Puebla,12.4,19.0,25.6,194.1
2019-10-01,22,Querétaro,14.2,20.8,27.4,78.1
2019-10-01,23,Quintana Roo,24.3,28.8,33.3,187.2
2019-10-01,24,San Luis Potosí,18.6,25.0,31.4,72.3
2019-10-01,25,Sinaloa,21.8,28.2,34.6,39.4
2019-10-01,26,Sonora,15.2,24.0,32.8,17.0
2019-10-01,27,Tabasco,23.6,28.0,32.4,394.5
2019-10-01,28,Tamaulipas,19.8,25.6,31.4,78.7
2019-10-01,29,Tlaxcala,9.0,15.7,22.5,60.4
2019-10-01,30,Veracruz,18.7,23.6,28.5,271.9
2019-10-01,31,Yucatán,22.7,28.1,33.4,141.2
2019-10-01,32,Zacatecas,11.3,18.9,26.5,34.8
2019-11-01,0,Mexico,13.3,20.0,26.7,68.5
2019-11-01,1,Aguascalientes,8.7,16.8,24.8,33.7
2019-11-01,2,Baja California,11.4,17.9,24.3,53.1
2019-11-01,3,Baja California Sur,17.3,22.8,28.2,91.1
2019-11-01,4,Campeche,20.8,25.9,31.0,90.5
2019-11-01,5,Coahuila,10.5,17.6,24.7,22.1
2019-11-01,6,Colima,22.5,28.0,33.5,46.8
2019-11-01,7,Chiapas,19.1,24.8,30.6,66.5
2019-11-01,8,Chihuahua,7.6,15.0,22.3,69.0
2019-11-01,9,Ciudad de México,11.3,17.8,24.3,17.6
2019-11-01,10,Durango,7.8,15.8,23.8,74.9
2019-11-01,11,Guanajuato,10.9,18.6,26.3,9.4
2019-11-01,12,Guerrero,19.1,25.3,31.6,34.4
2019-11-01,13,Hidalgo,11.8,18.5,25.1,15.8
2019-11-01,14,Jalisco,13.9,20.9,27.9,50.5
2019-11-01,15,Estado de México,7.4,14.6,21.7,33.5
2019-11-01,16,Michoacán,13.0,20.6,28.3,29.3
2019-11-01,17,Morelos,14.5,21.2,27.8,27.2
2019-11-01,18,Nayarit,20.3,26.6,32.9,49.6
2019-11-01,19,Nuevo León,11.3,18.4,25.5,26.7
2019-11-01,20,Oaxaca,15.9,22.2,28.6,47.7
2019-11-01,21,Puebla,10.5,17.8,25.0,29.1
2019-11-01,22,Querétaro,12.2,19.4,26.5,9.7
2019-11-01,23,Quintana Roo,21.6,26.4,31.2,139.0
2019-11-01,24,San Luis Potosí,15.3,21.2,27.2,24.5
2019-11-01,25,Sinaloa,18.5,25.3,32.1,159.5
2019-11-01,26,Sonora,13.0,20.4,27.7,135.0
2019-11-01,27,Tabasco,21.4,25.7,30.0,245.4
2019-11-01,28,Tamaulipas,14.5,20.5,26.4,25.9
2019-11-01,29,Tlaxcala,6.6,14.5,22.4,20.9
2019-11-01,30,Veracruz,15.7,20.6,25.5,124.1
2019-11-01,31,Yucatán,19.7,25.1,30.5,95.5
2019-11-01,32,Zacatecas,8.8,16.5,24.3,95.5
2019-12-01,0,Mexico,9.4,17.1,24.8,23.5
2019-12-01,1,Aguascalientes,4.6,13.8,23.0,16.2
2019-12-01,2,Baja California,8.2,13.6,19.0,41.6
2019-12-01,3,Baja California Sur,12.6,18.9,25.2,14.7
2019-12-01,4,Campeche,18.5,24.1,29.8,81.4
2019-12-01,5,Coahuila,6.4,14.7,23.0,3.6
2019-12-01,6,Colima,20.3,26.6,32.8,2.1
2019-12-01,7,Chiapas,16.9,23.2,29.5,59.7
2019-12-01,8,Chihuahua,1.9,10.9,19.8,15.2
2019-12-01,9,Ciudad de México,8.1,15.6,23.1,0.1
2019-12-01,10,Durango,2.4,12.3,22.1,10.7
2019-12-01,11,Guanajuato,6.6,15.6,24.5,6.6
2019-12-01,12,Guerrero,17.3,24.4,31.5,0.9
2019-12-01,13,Hidalgo,7.4,15.5,23.5,10.0
2019-12-01,14,Jalisco,9.9,18.3,26.7,6.1
2019-12-01,15,Estado de México,4.0,12.3,20.7,1.0
2019-12-01,16,Michoacán,9.5,18.3,27.1,2.2
2019-12-01,17,Morelos,11.2,19.4,27.5,0.0
2019-12-01,18,Nayarit,15.8,23.2,30.5,14.6
2019-12-01,19,Nuevo León,8.5,16.2,23.9,7.5
2019-12-01,20,Oaxaca,13.4,20.6,27.8,6.3
2019-12-01,21,Puebla,7.7,15.9,24.2,9.4
2019-12-01,22,Querétaro,7.8,16.2,24.6,10.2
2019-12-01,23,Quintana Roo,19.6,25.0,30.4,81.0
2019-12-01,24,San Luis Potosí,12.4,19.2,26.0,16.1
2019-12-01,25,Sinaloa,13.1,21.2,29.2,10.6
2019-12-01,26,Sonora,7.1,15.1,23.2,45.9
2019-12-01,27,Tabasco,19.7,24.4,29.1,144.4
2019-12-01,28,Tamaulipas,12.7,19.1,25.6,12.7
2019-12-01,29,Tlaxcala,2.9,12.4,21.9,0.5
2019-12-01,30,Veracruz,13.7,19.6,25.4,32.7
2019-12-01,31,Yucatán,17.2,23.5,29.8,65.5
2019-12-01,32,Zacatecas,3.8,13.3,22.7,18.2
2020-01-01,0,Mexico,9.2,16.9,24.6,21.6
2020-01-01,1,Aguascalientes,4.4,13.0,21.6,38.5
2020-01-01,2,Baja California,7.1,13.6,20.2,4.3
2020-01-01,3,Baja California Sur,10.9,17.8,24.6,1.9
2020-01-01,4,Campeche,19.0,24.6,30.2,31.1
2020-01-01,5,Coahuila,7.0,14.3,21.6,11.3
2020-01-01,6,Colima,19.0,25.8,32.6,80.1
2020-01-01,7,Chiapas,17.9,24.5,31.1,28.4
2020-01-01,8,Chihuahua,1.6,10.8,20.0,6.0
2020-01-01,9,Ciudad de México,8.3,15.6,23.0,11.3
2020-01-01,10,Durango,2.6,11.8,21.1,16.9
2020-01-01,11,Guanajuato,6.5,15.2,23.9,5.6
2020-01-01,12,Guerrero,16.8,24.2,31.5,4.0
2020-01-01,13,Hidalgo,7.9,15.5,23.2,34.5
2020-01-01,14,Jalisco,9.3,17.8,26.2,49.8
2020-01-01,15,Estado de México,3.1,11.8,20.4,7.8
2020-01-01,16,Michoacán,8.8,17.7,26.5,6.8
2020-01-01,17,Morelos,10.7,19.4,28.1,4.0
2020-01-01,18,Nayarit,15.3,22.6,29.9,60.4
2020-01-01,19,Nuevo León,8.9,16.2,23.5,13.0
2020-01-01,20,Oaxaca,14.8,21.8,28.8,29.5
2020-01-01,21,Puebla,7.8,15.8,23.7,25.9
2020-01-01,22,Querétaro,7.8,15.8,23.9,23.7
2020-01-01,23,Quintana Roo,20.3,25.3,30.4,56.8
2020-01-01,24,San Luis Potosí,12.1,18.8,25.5,29.0
2020-01-01,25,Sinaloa,11.4,19.9,28.4,21.4
2020-01-01,26,Sonora,5.7,14.7,23.8,9.2
2020-01-01,27,Tabasco,20.3,24.7,29.1,75.3
2020-01-01,28,Tamaulipas,13.5,19.5,25.5,19.9
2020-01-01,29,Tlaxcala,2.7,11.8,21.0,8.8
2020-01-01,30,Veracruz,14.1,19.4,24.6,85.2
2020-01-01,31,Yucatán,17.4,23.7,29.9,29.5
2020-01-01,32,Zacatecas,3.9,12.7,21.6,27.4
2020-02-01,0,Mexico,10.1,18.0,26.0,22.7
2020-02-01,1,Aguascalientes,6.2,15.0,23.7,28.4
2020-02-01,2,Baja California,7.7,14.4,21.0,10.5
2020-02-01,3,Baja California Sur,11.6,18.4,25.3,8.8
2020-02-01,4,Campeche,19.6,26.0,32.4,13.4
2020-02-01,5,Coahuila,7.6,15.6,23.5,2.8
2020-02-01,6,Colima,19.0,25.4,31.9,112.1
2020-02-01,7,Chiapas,18.3,25.3,32.3,46.9
2020-02-01,8,Chihuahua,3.1,12.0,20.9,20.2
2020-02-01,9,Ciudad de México,10.3,18.1,25.9,5.3
2020-02-01,10,Durango,4.3,13.8,23.3,18.7
2020-02-01,11,Guanajuato,8.2,17.3,26.5,20.5
2020-02-01,12,Guerrero,17.3,24.8,32.4,4.9
2020-02-01,13,Hidalgo,9.2,17.1,25.1,9.8
2020-02-01,14,Jalisco,10.8,19.5,28.2,55.6
2020-02-01,15,Estado de México,5.0,14.0,23.1,8.0
2020-02-01,16,Michoacán,10.2,19.5,28.7,29.8
2020-02-01,17,Morelos,12.6,21.4,30.3,7.7
2020-02-01,18,Nayarit,15.7,22.8,29.9,61.7
2020-02-01,19,Nuevo León,8.3,16.5,24.6,3.5
2020-02-01,20,Oaxaca,15.1,22.7,30.4,17.0
2020-02-01,21,Puebla,8.9,17.3,25.7,12.8
2020-02-01,22,Querétaro,10.0,18.7,27.3,12.5
2020-02-01,23,Quintana Roo,20.7,26.0,31.3,27.2
2020-02-01,24,San Luis Potosí,12.9,20.0,27.1,6.0
2020-02-01,25,Sinaloa,12.0,20.5,29.1,54.9
2020-02-01,26,Sonora,6.8,15.7,24.5,25.6
2020-02-01,27,Tabasco,20.6,25.8,31.0,137.8
2020-02-01,28,Tamaulipas,12.6,19.1,25.6,3.1
2020-02-01,29,Tlaxcala,4.7,14.2,23.7,1.1
2020-02-01,30,Veracruz,14.3,20.0,25.7,56.6
2020-02-01,31,Yucatán,18.2,25.1,32.1,8.0
2020-02-01,32,Zacatecas,5.5,14.7,23.9,19.6
2020-03-01,0,Mexico,13.4,21.3,29.2,21.0
2020-03-01,1,Aguascalientes,9.5,19.3,29.0,1.5
2020-03-01,2,Baja California,8.8,14.3,19.8,62.4
2020-03-01,3,Baja California Sur,13.4,19.8,26.3,36.9
2020-03-01,4,Campeche,21.1,28.0,34.9,4.1
2020-03-01,5,Coahuila,15.0,22.1,29.2,21.6
2020-03-01,6,Colima,19.9,26.6,33.2,0.0
2020-03-01,7,Chiapas,18.4,25.6,32.8,21.0
2020-03-01,8,Chihuahua,8.1,16.7,25.4,27.3
2020-03-01,9,Ciudad de México,10.8,19.4,27.9,8.1
2020-03-01,10,Durango,8.9,18.4,27.8,2.3
2020-03-01,11,Guanajuato,11.2,20.6,30.1,12.1
2020-03-01,12,Guerrero,18.7,26.2,33.6,2.9
2020-03-01,13,Hidalgo,12.4,20.5,28.5,6.9
2020-03-01,14,Jalisco,13.0,22.4,31.7,1.1
2020-03-01,15,Estado de México,6.6,16.3,25.9,16.2
2020-03-01,16,Michoacán,12.2,21.7,31.2,9.0
2020-03-01,17,Morelos,15.7,24.7,33.7,14.6
2020-03-01,18,Nayarit,16.7,24.7,32.6,0.1
2020-03-01,19,Nuevo León,15.3,22.9,30.4,15.2
2020-03-01,20,Oaxaca,16.4,24.6,32.8,2.8
2020-03-01,21,Puebla,11.1,20.0,29.0,9.6
2020-03-01,22,Querétaro,13.1,22.0,30.9,19.3
2020-03-01,23,Quintana Roo,21.3,26.8,32.2,9.6
2020-03-01,24,San Luis Potosí,17.2,24.6,32.0,8.6
2020-03-01,25,Sinaloa,14.2,22.9,31.5,3.0
2020-03-01,26,Sonora,9.6,17.7,25.8,82.1
2020-03-01,27,Tabasco,21.7,27.6,33.6,18.8
2020-03-01,28,Tamaulipas,18.9,25.2,31.5,12.9
2020-03-01,29,Tlaxcala,6.0,16.3,26.5,3.3
2020-03-01,30,Veracruz,17.5,23.7,30.0,8.1
2020-03-01,31,Yucatán,19.2,26.9,34.6,4.1
2020-03-01,32,Zacatecas,9.5,19.1,28.7,2.3
2020-04-01,0,Mexico,15.2,23.6,32.0,14.0
2020-04-01,1,Aguascalientes,10.0,20.5,31.1,4.6
2020-04-01,2,Baja California,11.6,18.1,24.6,11.8
2020-04-01,3,Baja California Sur,14.6,21.8,29.0,0.2
2020-04-01,4,Campeche,23.8,31.1,38.5,25.9
2020-04-01,5,Coahuila,16.2,23.9,31.5,7.3
2020-04-01,6,Colima,18.3,25.9,33.5,0.0
2020-04-01,7,Chiapas,20.8,27.8,34.9,32.4
2020-04-01,8,Chihuahua,9.9,19.4,28.9,3.3
2020-04-01,9,Ciudad de México,13.0,20.7,28.4,21.9
2020-04-01,10,Durango,9.9,19.4,30.5,1.0
2020-04-01,11,Guanajuato,13.3,22.8,32.3,6.7
2020-04-01,12,Guerrero,19.7,27.1,34.5,7.8
2020-04-01,13,Hidalgo,14.9,22.8,30.8,39.3
2020-04-01,14,Jalisco,13.5,23.2,32.8,1.4
2020-04-01,15,Estado de México,8.9,17.6,26.2,29.3
2020-04-01,16,Michoacán,13.5,23.2,32.8,5.1
2020-04-01,17,Morelos,17.1,26.0,34.9,8.7
2020-04-01,18,Nayarit,15.6,24.8,34.1,0.8
2020-04-01,19,Nuevo León,17.6,24.6,31.6,37.0
2020-04-01,20,Oaxaca,18.8,26.7,34.6,25.9
2020-04-01,21,Puebla,13.9,22.4,34.6,41.3
2020-04-01,22,Querétaro,15.5,24.1,32.7,17.2
2020-04-01,23,Quintana Roo,24.8,29.6,34.4,12.0
2020-04-01,24,San Luis Potosí,20.3,28.2,36.1,28.1
2020-04-01,25,Sinaloa,14.7,24.4,34.0,1.7
2020-04-01,26,Sonora,10.9,21.0,31.1,2.5
2020-04-01,27,Tabasco,24.7,30.8,36.9,36.3
2020-04-01,28,Tamaulipas,21.7,27.7,33.8,35.9
2020-04-01,29,Tlaxcala,9.3,18.0,26.7,34.9
2020-04-01,30,Veracruz,20.7,26.9,33.0,50.7
2020-04-01,31,Yucatán,23.0,30.9,38.8,23.4
2020-04-01,32,Zacatecas,9.8,20.3,30.8,2.7
2020-05-01,0,Mexico,17.0,25.2,33.3,53.9
2020-05-01,1,Aguascalientes,10.9,20.7,30.6,17.3
2020-05-01,2,Baja California,15.6,22.7,29.8,0.6
2020-05-01,3,Baja California Sur,16.5,23.9,31.4,0.0
2020-05-01,4,Campeche,23.6,30.2,36.7,207.1
2020-05-01,5,Coahuila,19.6,26.8,34.1,30.5
2020-05-01,6,Colima,19.3,26.3,33.2,2.1
2020-05-01,7,Chiapas,21.1,27.3,33.5,239.4
2020-05-01,8,Chihuahua,13.9,23.7,33.4,6.2
2020-05-01,9,Ciudad de México,12.4,19.9,27.3,32.8
2020-05-01,10,Durango,12.2,22.2,32.1,5.6
2020-05-01,11,Guanajuato,13.1,22.2,31.2,27.7
2020-05-01,12,Guerrero,19.7,27.0,34.2,11.9
2020-05-01,13,Hidalgo,14.5,22.1,29.7,46.0
2020-05-01,14,Jalisco,14.2,23.5,32.8,16.0
2020-05-01,15,Estado de México,8.4,16.8,25.2,26.6
2020-05-01,16,Michoacán,13.5,23.0,32.4,9.8
2020-05-01,17,Morelos,16.7,25.3,34.0,32.3
2020-05-01,18,Nayarit,17.9,26.6,35.3,9.3
2020-05-01,19,Nuevo León,18.9,26.0,33.1,80.5
2020-05-01,20,Oaxaca,18.4,25.8,33.2,63.5
2020-05-01,21,Puebla,13.3,21.4,29.5,68.5
2020-05-01,22,Querétaro,15.7,23.8,31.8,34.4
2020-05-01,23,Quintana Roo,24.8,29.3,33.8,248.4
2020-05-01,24,San Luis Potosí,20.6,27.6,34.6,47.1
2020-05-01,25,Sinaloa,18.3,27.3,36.3,2.3
2020-05-01,26,Sonora,15.5,25.8,36.1,7.3
2020-05-01,27,Tabasco,24.6,30.0,35.4,281.7
2020-05-01,28,Tamaulipas,22.3,28.2,34.0,120.0
2020-05-01,29,Tlaxcala,9.0,17.1,25.1,46.0
2020-05-01,30,Veracruz,20.2,25.9,31.6,135.6
2020-05-01,31,Yucatán,22.8,29.4,36.0,194.8
2020-05-01,32,Zacatecas,11.2,21.0,30.9,13.3
2020-06-01,0,Mexico,19.1,26.3,33.5,108.7
2020-06-01,1,Aguascalientes,13.9,22.1,30.2,72.6
2020-06-01,2,Baja California,17.1,24.1,31.4,0.0
2020-06-01,3,Baja California Sur,20.1,26.8,33.4,0.8
2020-06-01,4,Campeche,23.8,28.9,34.1,499.1
2020-06-01,5,Coahuila,21.0,27.9,34.8,23.8
2020-06-01,6,Colima,22.7,28.3,33.9,84.7
2020-06-01,7,Chiapas,20.7,25.8,30.9,409.1
2020-06-01,8,Chihuahua,17.6,26.4,35.3,19.5
2020-06-01,9,Ciudad de México,13.0,19.8,26.5,59.7
2020-06-01,10,Durango,14.7,23.7,32.7,31.1
2020-06-01,11,Guanajuato,14.4,22.1,29.7,104.5
2020-06-01,12,Guerrero,20.6,26.9,33.2,133.1
2020-06-01,13,Hidalgo,14.5,21.2,27.9,64.6
2020-06-01,14,Jalisco,17.4,24.9,32.4,81.7
2020-06-01,15,Estado de México,9.4,16.8,24.2,115.6
2020-06-01,16,Michoacán,14.9,22.9,30.9,92.5
2020-06-01,17,Morelos,17.7,24.8,32.0,248.6
2020-06-01,18,Nayarit,22.5,29.1,35.8,53.5
2020-06-01,19,Nuevo León,20.2,26.7,33.3,72.7
